"Gene","Length","RPF","mRNA","uATG","Chromosome","Size"
"YGL241W",1004,22.79,36.13,TRUE,"Chr-6",0.57
"YGL242C",181,199.99,106.86,FALSE,"Chr-14",0.74
"YGL243W",400,8.68,23.87,FALSE,"Chr-11",0.55
"YGL244W",558,119.78,66.94,FALSE,"Chr-6",0.63
"YGL245W",708,841.31,821.85,TRUE,"Chr-1",0.67
"YGL246C",387,39.39,51.12,TRUE,"Chr-5",0.57
"YGL247W",197,13.88,32.98,TRUE,"Chr-9",0.74
"YGL248W",369,22.74,44.01,FALSE,"Chr-5",0.51
"YGL250W",241,12.74,7.35,FALSE,"Chr-11",0.73
"YGL251C",1187,1.11,7.92,FALSE,"Chr-5",0.62
"YGL252C",588,55.26,74.99,TRUE,"Chr-1",0.72
"YGL253W",486,2040.98,1692.76,TRUE,"Chr-10",0.56
"YGL254W",299,23.32,24.85,TRUE,"Chr-5",0.78
"YGL255W",376,9.74,15.18,FALSE,"Chr-15",0.75
"YGL256W",382,10.85,49.47,FALSE,"Chr-5",0.54
"YGL257C",558,16.53,54.42,FALSE,"Chr-8",0.56
"YGR001C",248,176.89,149.83,TRUE,"Chr-5",0.53
"YGR002C",476,25.55,33.91,FALSE,"Chr-16",0.72
"YGR003W",744,14.8,29.37,TRUE,"Chr-12",0.5
"YGR004W",462,19.23,29.29,TRUE,"Chr-15",0.55
"YGR005C",400,77.93,64.47,FALSE,"Chr-2",0.51
"YGR006W",251,15.59,21.96,TRUE,"Chr-6",0.56
"YGR007W",323,54.8,93.25,FALSE,"Chr-8",0.67
"YGR008C",84,307.99,123.62,FALSE,"Chr-13",0.69
"YGR009C",651,61.79,53.07,TRUE,"Chr-9",0.79
"YGR010W",395,21.09,31.4,FALSE,"Chr-10",0.73
"YGR012W",393,41.71,60.99,TRUE,"Chr-10",0.52
"YGR013W",620,17.42,24.05,TRUE,"Chr-1",0.76
"YGR014W",1306,66.33,126.2,TRUE,"Chr-10",0.53
"YGR015C",328,7.45,15.6,TRUE,"Chr-7",0.59
"YGR016W",190,14.7,13.47,FALSE,"Chr-11",0.77
"YGR017W",297,63.07,95.28,FALSE,"Chr-3",0.64
"YGR019W",471,77.96,70.95,TRUE,"Chr-9",0.53
"YGR020C",118,496.69,432.51,FALSE,"Chr-13",0.53
"YGR021W",290,22.83,27.32,TRUE,"Chr-13",0.76
"YGR023W",551,3.79,9.29,TRUE,"Chr-7",0.64
"YGR024C",237,40.95,97.39,TRUE,"Chr-4",0.71
"YGR026W",278,194.33,169.07,TRUE,"Chr-6",0.53
"YGR027C",108,7720.04,5355.34,TRUE,"Chr-8",0.8
"YGR028W",362,25.34,42.28,TRUE,"Chr-2",0.71
"YGR029W",189,58.76,65.88,TRUE,"Chr-5",0.75
"YGR030C",158,53.64,44.54,TRUE,"Chr-9",0.77
"YGR031W",342,30.71,41.3,TRUE,"Chr-16",0.56
"YGR032W",1895,12.14,34.62,FALSE,"Chr-10",0.59
"YGR033C",239,50.37,86.28,FALSE,"Chr-14",0.64
"YGR034W",127,4554.68,3360.2,TRUE,"Chr-1",0.75
"YGR035C",116,99.2,62.37,TRUE,"Chr-15",0.74
"YGR036C",239,25.56,27.8,FALSE,"Chr-16",0.59
"YGR037C",87,2190.07,1014.29,TRUE,"Chr-2",0.53
"YGR038W",222,86.8,68.72,TRUE,"Chr-4",0.7
"YGR040W",368,23.1,44.8,FALSE,"Chr-5",0.7
"YGR041W",547,24.31,56.86,TRUE,"Chr-11",0.79
"YGR042W",271,13.68,31.78,TRUE,"Chr-8",0.58
"YGR043C",333,5.78,10.35,FALSE,"Chr-13",0.66
"YGR044C",300,73.6,91.7,FALSE,"Chr-5",0.5
"YGR046W",385,15.67,31.19,FALSE,"Chr-4",0.62
"YGR047C",1025,18.46,34.14,TRUE,"Chr-8",0.52
"YGR048W",361,46.36,48.67,TRUE,"Chr-5",0.78
"YGR049W",187,59.07,41.32,TRUE,"Chr-16",0.5
"YGR052W",369,3.04,4,FALSE,"Chr-15",0.5
"YGR054W",642,176.42,168.5,TRUE,"Chr-7",0.7
"YGR055W",574,190.73,227.64,TRUE,"Chr-5",0.6
"YGR056W",928,21.11,32.62,FALSE,"Chr-12",0.77
"YGR057C",242,11.46,27.86,TRUE,"Chr-16",0.5
"YGR058W",335,22.38,19.54,TRUE,"Chr-12",0.57
"YGR060W",309,728.93,606.19,TRUE,"Chr-11",0.58
"YGR061C",1358,307.99,418.55,TRUE,"Chr-4",0.68
"YGR062C",316,7.44,18.38,TRUE,"Chr-13",0.57
"YGR063C",102,197.42,116.28,TRUE,"Chr-9",0.68
"YGR065C",593,20.94,38.59,TRUE,"Chr-7",0.58
"YGR068C",586,11.14,22.84,TRUE,"Chr-14",0.66
"YGR070W",1155,1.6,14.19,FALSE,"Chr-4",0.69
"YGR071C",860,8.49,20.6,FALSE,"Chr-13",0.75
"YGR072W",387,27.88,24.8,TRUE,"Chr-1",0.66
"YGR074W",146,94.97,74.5,FALSE,"Chr-9",0.66
"YGR075C",242,16.01,11.39,TRUE,"Chr-12",0.64
"YGR076C",157,59.96,37.93,FALSE,"Chr-4",0.65
"YGR077C",589,9.06,27.99,TRUE,"Chr-14",0.53
"YGR078C",199,185.45,128.11,TRUE,"Chr-7",0.54
"YGR079W",370,48.96,44.56,FALSE,"Chr-4",0.57
"YGR080W",332,78.22,49.22,TRUE,"Chr-12",0.6
"YGR081C",210,91.35,73.59,TRUE,"Chr-12",0.58
"YGR082W",183,239.65,169.43,TRUE,"Chr-1",0.58
"YGR083C",651,95.77,107.28,TRUE,"Chr-14",0.79
"YGR084C",339,45.18,54.3,FALSE,"Chr-9",0.78
"YGR086C",339,796.03,704.55,TRUE,"Chr-2",0.73
"YGR088W",562,2.72,9.72,FALSE,"Chr-10",0.54
"YGR089W",936,15.11,39.59,TRUE,"Chr-7",0.74
"YGR090W",1237,64.2,116.02,FALSE,"Chr-16",0.68
"YGR091W",494,16.67,25.4,TRUE,"Chr-15",0.72
"YGR092W",572,40.71,46.38,FALSE,"Chr-15",0.76
"YGR093W",507,24.61,37.47,TRUE,"Chr-9",0.57
"YGR094W",1104,481.42,713.09,FALSE,"Chr-4",0.69
"YGR095C",223,71.91,62.68,FALSE,"Chr-15",0.65
"YGR096W",314,5.45,14.26,FALSE,"Chr-2",0.68
"YGR097W",1146,13.29,34.61,TRUE,"Chr-3",0.57
"YGR098C",1630,5.75,32.19,FALSE,"Chr-9",0.58
"YGR099W",688,12.08,30.97,TRUE,"Chr-4",0.67
"YGR100W",950,18.85,41.08,TRUE,"Chr-16",0.6
"YGR101W",346,29.34,33.43,TRUE,"Chr-7",0.76
"YGR102C",183,39.23,53.79,FALSE,"Chr-9",0.51
"YGR103W",605,207.28,280,TRUE,"Chr-12",0.5
"YGR104C",307,25.37,33.02,FALSE,"Chr-5",0.79
"YGR105W",77,268,152.76,TRUE,"Chr-2",0.79
"YGR106C",265,418.72,348.41,TRUE,"Chr-11",0.55
"YGR108W",471,30.55,62.28,FALSE,"Chr-8",0.63
"YGR109C",380,16.47,17.74,FALSE,"Chr-6",0.8
"YGR111W",400,54.13,66.19,TRUE,"Chr-3",0.7
"YGR112W",389,15.01,20.24,TRUE,"Chr-15",0.76
"YGR113W",343,28.98,41.61,FALSE,"Chr-13",0.6
"YGR116W",1451,113.97,194.62,TRUE,"Chr-8",0.68
"YGR117C",476,29.97,67.41,TRUE,"Chr-9",0.75
"YGR119C",541,83.21,97.88,TRUE,"Chr-2",0.71
"YGR120C",262,25,32.5,FALSE,"Chr-15",0.54
"YGR121C",492,5.18,13,FALSE,"Chr-15",0.55
"YGR122W",402,17.12,31.59,TRUE,"Chr-6",0.62
"YGR123C",513,113.58,125.2,TRUE,"Chr-3",0.77
"YGR124W",572,700.59,717.41,TRUE,"Chr-11",0.65
"YGR125W",1036,22.03,47.08,TRUE,"Chr-11",0.61
"YGR126W",230,16,18.4,FALSE,"Chr-6",0.52
"YGR127W",312,11.11,26.34,FALSE,"Chr-11",0.59
"YGR128C",713,78.41,86.21,TRUE,"Chr-4",0.61
"YGR129W",215,32.09,23.58,TRUE,"Chr-5",0.69
"YGR130C",816,101.87,89.2,TRUE,"Chr-15",0.68
"YGR132C",287,192.36,199.6,TRUE,"Chr-9",0.52
"YGR133W",183,15.19,23.67,FALSE,"Chr-5",0.54
"YGR134W",1122,9.38,28.95,FALSE,"Chr-10",0.62
"YGR135W",258,422.04,355.38,TRUE,"Chr-9",0.73
"YGR136W",241,228.33,165.62,FALSE,"Chr-12",0.77
"YGR140W",956,12.16,25.74,FALSE,"Chr-14",0.75
"YGR141W",467,34.5,27.82,FALSE,"Chr-1",0.61
"YGR142W",410,31.35,43.57,FALSE,"Chr-2",0.61
"YGR143W",771,17.76,38.04,FALSE,"Chr-6",0.76
"YGR145W",707,69.58,81.1,FALSE,"Chr-2",0.6
"YGR146C",211,41.15,66.24,FALSE,"Chr-10",0.52
"YGR147C",288,57.68,87.49,TRUE,"Chr-9",0.51
"YGR149W",432,15.58,23.47,FALSE,"Chr-9",0.78
"YGR150C",864,7.66,28.03,TRUE,"Chr-6",0.65
"YGR152C",272,84.97,54.1,FALSE,"Chr-7",0.77
"YGR153W",217,7.49,10.21,TRUE,"Chr-10",0.62
"YGR155W",507,903.48,812.58,TRUE,"Chr-13",0.78
"YGR156W",425,27.17,29.3,TRUE,"Chr-9",0.76
"YGR157W",869,109.94,347.79,TRUE,"Chr-16",0.6
"YGR158C",250,72.77,66.54,TRUE,"Chr-14",0.5
"YGR159C",414,520.11,375.77,TRUE,"Chr-16",0.73
"YGR161C",263,65.78,34.24,TRUE,"Chr-6",0.72
"YGR161WC",92,34.58,32.63,FALSE,"Chr-10",0.76
"YGR162W",952,312.74,404.68,TRUE,"Chr-3",0.78
"YGR163W",341,49.13,47.34,TRUE,"Chr-11",0.73
"YGR165W",345,46.1,56.21,FALSE,"Chr-13",0.69
"YGR166W",560,11.94,24.87,TRUE,"Chr-15",0.78
"YGR167W",233,470.16,281.98,TRUE,"Chr-4",0.69
"YGR168C",376,4.08,18.85,FALSE,"Chr-7",0.69
"YGR169C",404,11.4,20.59,TRUE,"Chr-3",0.53
"YGR169CA",92,299.37,40.12,TRUE,"Chr-7",0.52
"YGR170W",1138,9.24,39.01,TRUE,"Chr-10",0.54
"YGR171C",575,8.8,20.54,TRUE,"Chr-8",0.59
"YGR172C",248,102.2,83.94,TRUE,"Chr-5",0.8
"YGR173W",368,148.68,123.97,FALSE,"Chr-13",0.67
"YGR174C",170,32.81,31.85,FALSE,"Chr-14",0.67
"YGR175C",496,558.69,445.72,TRUE,"Chr-4",0.61
"YGR177C",535,40.57,52.62,TRUE,"Chr-5",0.57
"YGR178C",722,117.62,172.8,FALSE,"Chr-15",0.65
"YGR179C",406,17.14,24.24,FALSE,"Chr-1",0.63
"YGR180C",345,1008.93,687.3,TRUE,"Chr-10",0.53
"YGR181W",105,246.94,163.11,TRUE,"Chr-9",0.6
"YGR183C",66,178.17,105.14,FALSE,"Chr-2",0.54
"YGR184C",1950,32.85,99.06,FALSE,"Chr-2",0.73
"YGR185C",394,508.77,487.53,TRUE,"Chr-13",0.8
"YGR186W",735,79.04,105.26,TRUE,"Chr-15",0.78
"YGR187C",394,117,68.2,FALSE,"Chr-13",0.76
"YGR188C",1021,4.2,15.14,TRUE,"Chr-7",0.62
"YGR189C",507,333.6,235.3,FALSE,"Chr-9",0.66
"YGR191W",603,110.79,96.47,TRUE,"Chr-10",0.58
"YGR193C",410,101.25,81.27,FALSE,"Chr-15",0.51
"YGR194C",600,13.61,22.47,FALSE,"Chr-4",0.55
"YGR195W",246,76.19,76.42,TRUE,"Chr-12",0.79
"YGR196C",817,29.48,32.89,TRUE,"Chr-11",0.73
"YGR197C",547,12.22,20.78,TRUE,"Chr-15",0.52
"YGR198W",817,28.79,63.79,TRUE,"Chr-12",0.52
"YGR199W",759,35.21,48.24,TRUE,"Chr-5",0.66
"YGR200C",788,81.61,109.55,TRUE,"Chr-13",0.8
"YGR201C",225,7.46,29.53,TRUE,"Chr-2",0.79
"YGR202C",424,46.3,42.02,FALSE,"Chr-13",0.7
"YGR203W",148,50.26,42.56,FALSE,"Chr-7",0.71
"YGR204W",946,365.25,382.33,TRUE,"Chr-3",0.71
"YGR205W",290,54.36,52.27,FALSE,"Chr-3",0.54
"YGR206W",101,45.55,47.75,FALSE,"Chr-13",0.7
"YGR207C",261,132.41,118.04,TRUE,"Chr-7",0.58
"YGR208W",309,138.28,126.3,FALSE,"Chr-5",0.62
"YGR209C",104,1422.84,818.2,TRUE,"Chr-12",0.61
"YGR210C",411,92.93,114,FALSE,"Chr-5",0.6
"YGR211W",486,202.36,166.99,TRUE,"Chr-14",0.59
"YGR212W",468,6.04,11.67,FALSE,"Chr-15",0.55
"YGR214W",252,3196.29,2501.77,TRUE,"Chr-2",0.79
"YGR215W",110,149.37,95.3,TRUE,"Chr-12",0.78
"YGR216C",609,11.17,28.28,TRUE,"Chr-3",0.52
"YGR217W",2039,7.09,28.41,FALSE,"Chr-11",0.71
"YGR218W",1084,154.07,197.36,FALSE,"Chr-10",0.74
"YGR220C",269,70.55,82.51,FALSE,"Chr-6",0.5
"YGR221C",622,3.85,14.48,FALSE,"Chr-11",0.59
"YGR222W",293,15.57,43.67,TRUE,"Chr-9",0.59
"YGR223C",448,13.31,32.3,TRUE,"Chr-16",0.52
"YGR227W",525,28.94,42.56,TRUE,"Chr-11",0.77
"YGR229C",505,109.85,131.76,TRUE,"Chr-7",0.52
"YGR230W",137,25.3,22.27,TRUE,"Chr-13",0.75
"YGR231C",310,163.27,210.2,TRUE,"Chr-3",0.75
"YGR232W",228,106.34,106.63,TRUE,"Chr-2",0.75
"YGR233C",1178,47.21,98.18,TRUE,"Chr-11",0.79
"YGR234W",399,1023.97,798.79,TRUE,"Chr-2",0.78
"YGR235C",233,105.89,79.21,TRUE,"Chr-5",0.55
"YGR237C",785,19.82,28.46,TRUE,"Chr-16",0.62
"YGR238C",882,4.75,19.53,FALSE,"Chr-3",0.53
"YGR239C",288,15.28,17.09,FALSE,"Chr-12",0.67
"YGR240C",987,1188.34,1079.14,TRUE,"Chr-6",0.66
"YGR241C",568,33.18,51.12,TRUE,"Chr-14",0.72
"YGR243W",146,12.6,10.45,FALSE,"Chr-2",0.73
"YGR244C",427,130.48,143.73,TRUE,"Chr-16",0.64
"YGR245C",767,73.31,97.28,TRUE,"Chr-13",0.63
"YGR246C",596,34.29,40.96,TRUE,"Chr-4",0.51
"YGR247W",239,26.08,37.27,FALSE,"Chr-1",0.63
"YGR248W",255,18.37,15.05,FALSE,"Chr-1",0.68
"YGR250C",781,27.56,34.97,FALSE,"Chr-14",0.8
"YGR251W",196,59.8,40.18,TRUE,"Chr-11",0.78
"YGR252W",439,26.86,42.49,TRUE,"Chr-14",0.77
"YGR253C",260,366.02,332.01,FALSE,"Chr-12",0.52
"YGR255C",479,30.73,67.71,TRUE,"Chr-14",0.51
"YGR256W",492,2.91,4.2,FALSE,"Chr-5",0.65
"YGR257C",366,14.39,68.04,TRUE,"Chr-15",0.57
"YGR258C",1031,9.43,21.91,TRUE,"Chr-15",0.76
"YGR260W",534,163.06,203.31,FALSE,"Chr-14",0.53
"YGR261C",809,46.47,99.59,FALSE,"Chr-2",0.6
"YGR262C",261,55.85,50.72,TRUE,"Chr-1",0.64
"YGR263C",424,15.31,18.34,FALSE,"Chr-3",0.72
"YGR264C",751,339.84,411.15,TRUE,"Chr-15",0.79
"YGR266W",701,47.04,49.36,FALSE,"Chr-9",0.78
"YGR267C",243,165.39,178.23,FALSE,"Chr-15",0.8
"YGR268C",198,32.43,32.56,FALSE,"Chr-15",0.7
"YGR270W",1379,25.36,84.26,FALSE,"Chr-4",0.67
"YGR271CA",233,77.69,56.19,TRUE,"Chr-15",0.54
"YGR271W",1967,17.53,44.91,TRUE,"Chr-14",0.58
"YGR274C",1066,20.06,39.1,TRUE,"Chr-2",0.79
"YGR275W",157,133.25,81.5,TRUE,"Chr-13",0.52
"YGR276C",553,40.33,49.13,TRUE,"Chr-6",0.59
"YGR277C",305,50.43,52.12,FALSE,"Chr-14",0.73
"YGR278W",577,13.18,17.57,FALSE,"Chr-3",0.57
"YGR279C",386,1156.76,696.79,TRUE,"Chr-13",0.76
"YGR280C",271,110.45,51.94,FALSE,"Chr-7",0.74
"YGR281W",1477,40.61,112.76,TRUE,"Chr-5",0.79
"YGR282C",313,1238,1013.24,TRUE,"Chr-8",0.57
"YGR283C",341,31.79,32.47,TRUE,"Chr-16",0.6
"YGR284C",310,274.67,235.92,TRUE,"Chr-13",0.77
"YGR285C",433,1134.84,829.16,TRUE,"Chr-1",0.7
"YGR286C",375,39.34,46.98,TRUE,"Chr-13",0.69
"YGR288W",473,4.67,10.61,FALSE,"Chr-4",0.63
"YHL002W",452,47.6,49.43,FALSE,"Chr-2",0.53
"YHL003C",411,117.57,141.06,TRUE,"Chr-7",0.53
"YHL004W",394,60.96,71.7,TRUE,"Chr-5",0.53
"YHL006C",150,9.2,14.11,FALSE,"Chr-3",0.56
"YHL007C",939,43.04,65.36,TRUE,"Chr-3",0.63
"YHL008C",627,10.77,33.6,TRUE,"Chr-3",0.7
"YHL009C",330,35.83,33.41,FALSE,"Chr-15",0.64
"YHL010C",585,8.65,17.5,FALSE,"Chr-12",0.78
"YHL011C",320,247.42,216.55,TRUE,"Chr-2",0.53
"YHL013C",307,65.42,44.57,TRUE,"Chr-9",0.77
"YHL014C",405,11.33,16.41,TRUE,"Chr-10",0.76
"YHL015W",121,7523.69,4316.7,TRUE,"Chr-12",0.66
"YHL017W",532,41.87,70.31,TRUE,"Chr-9",0.8
"YHL018W",120,17.39,14.76,TRUE,"Chr-5",0.72
"YHL019C",605,9.7,21.07,TRUE,"Chr-11",0.5
"YHL020C",404,32.35,53.97,TRUE,"Chr-15",0.58
"YHL021C",465,87.66,66.04,FALSE,"Chr-1",0.74
"YHL023C",1146,9.92,33.07,FALSE,"Chr-5",0.65
"YHL025W",332,33.21,44.03,TRUE,"Chr-12",0.7
"YHL026C",315,3.97,16.25,TRUE,"Chr-13",0.56
"YHL027W",625,44.61,47.17,FALSE,"Chr-1",0.75
"YHL028W",605,5.74,14.56,FALSE,"Chr-9",0.62
"YHL029C",679,13.27,28.63,TRUE,"Chr-2",0.71
"YHL030W",1868,54.04,100.14,TRUE,"Chr-6",0.58
"YHL031C",223,86.58,53.41,TRUE,"Chr-4",0.62
"YHL032C",709,3.05,30.47,TRUE,"Chr-14",0.58
"YHL034C",294,1008.86,461.85,TRUE,"Chr-1",0.73
"YHL035C",1592,3.45,44.76,FALSE,"Chr-16",0.75
"YHL036W",546,2.94,9.92,FALSE,"Chr-2",0.68
"YHL038C",630,11.2,18.05,TRUE,"Chr-4",0.72
"YHL039W",585,34.13,56.79,TRUE,"Chr-2",0.61
"YHL040C",627,33.14,67.27,FALSE,"Chr-11",0.76
"YHL044W",235,5.62,11.52,TRUE,"Chr-8",0.72
"YHL047C",620,18.66,48.58,FALSE,"Chr-1",0.72
"YHR001W",437,73.49,74.89,FALSE,"Chr-10",0.73
"YHR001WA",77,203.63,76.06,FALSE,"Chr-2",0.79
"YHR002W",357,6.13,15.3,FALSE,"Chr-13",0.75
"YHR003C",429,39.92,56.79,TRUE,"Chr-13",0.61
"YHR004C",446,7.68,26.37,TRUE,"Chr-9",0.55
"YHR005C",472,81.03,115.22,FALSE,"Chr-8",0.78
"YHR005CA",93,586.11,431.82,FALSE,"Chr-14",0.51
"YHR006W",541,30.41,35.02,FALSE,"Chr-4",0.54
"YHR007C",530,498.01,636.36,FALSE,"Chr-6",0.6
"YHR008C",233,318.25,230.87,FALSE,"Chr-7",0.54
"YHR009C",523,61.16,129.11,TRUE,"Chr-4",0.52
"YHR010W",136,5384.82,3866.65,TRUE,"Chr-7",0.53
"YHR011W",446,12.42,19.75,TRUE,"Chr-1",0.65
"YHR012W",282,75.61,85.69,TRUE,"Chr-9",0.68
"YHR013C",238,204.2,167.08,FALSE,"Chr-3",0.67
"YHR015W",659,3.31,5.45,FALSE,"Chr-8",0.5
"YHR016C",468,57.3,52.9,FALSE,"Chr-16",0.53
"YHR017W",385,22.23,37.2,FALSE,"Chr-14",0.77
"YHR018C",463,95.8,78.87,TRUE,"Chr-13",0.53
"YHR019C",554,751.62,644.77,FALSE,"Chr-1",0.73
"YHR020W",688,502.29,515.4,FALSE,"Chr-15",0.78
"YHR021C",82,5830.05,2939.11,TRUE,"Chr-12",0.75
"YHR023W",1928,23.59,67.01,FALSE,"Chr-8",0.5
"YHR024C",482,55.43,75.66,FALSE,"Chr-5",0.56
"YHR025W",357,340.69,288.54,TRUE,"Chr-3",0.7
"YHR026W",213,314.13,352.36,TRUE,"Chr-12",0.79
"YHR027C",993,248.61,291.43,FALSE,"Chr-16",0.79
"YHR028C",818,52.32,106.13,TRUE,"Chr-9",0.66
"YHR029C",294,68.32,59.09,TRUE,"Chr-9",0.52
"YHR030C",484,47.92,76.36,TRUE,"Chr-14",0.51
"YHR031C",723,11.26,26.28,TRUE,"Chr-7",0.58
"YHR032W",581,43.02,67.77,TRUE,"Chr-14",0.6
"YHR034C",344,27.82,29.47,TRUE,"Chr-2",0.66
"YHR035W",630,2.43,4.84,FALSE,"Chr-6",0.69
"YHR036W",471,20.5,26.23,FALSE,"Chr-11",0.55
"YHR037W",575,82.73,90.38,FALSE,"Chr-7",0.54
"YHR038W",230,38.96,26.11,FALSE,"Chr-1",0.56
"YHR039C",644,70.57,125.71,FALSE,"Chr-13",0.68
"YHR039CA",114,1786.46,1025.75,FALSE,"Chr-16",0.56
"YHR040W",366,22.3,16.54,TRUE,"Chr-13",0.77
"YHR041C",210,43.38,74.29,FALSE,"Chr-4",0.79
"YHR042W",691,171.01,219.87,TRUE,"Chr-3",0.61
"YHR045W",560,25.74,53.08,FALSE,"Chr-10",0.66
"YHR046C",295,45.33,41.71,FALSE,"Chr-16",0.51
"YHR047C",856,140.6,175.82,TRUE,"Chr-7",0.77
"YHR048W",514,1.92,7.76,TRUE,"Chr-4",0.54
"YHR049W",243,163.18,126.38,TRUE,"Chr-16",0.59
"YHR050W",549,29.95,51.64,FALSE,"Chr-10",0.54
"YHR051W",148,226.42,130.69,FALSE,"Chr-3",0.61
"YHR052W",376,176.86,143.46,FALSE,"Chr-7",0.8
"YHR057C",205,71.9,65.78,TRUE,"Chr-13",0.7
"YHR058C",295,38.94,35.37,TRUE,"Chr-1",0.71
"YHR059W",130,92.15,52.24,TRUE,"Chr-15",0.76
"YHR060W",181,78.29,66.35,FALSE,"Chr-12",0.78
"YHR061C",314,22.35,29,TRUE,"Chr-6",0.67
"YHR062C",293,53.14,64.16,TRUE,"Chr-6",0.76
"YHR063C",379,128.71,131.41,TRUE,"Chr-7",0.59
"YHR064C",538,982.51,891.73,TRUE,"Chr-3",0.64
"YHR065C",501,100.28,89,FALSE,"Chr-13",0.69
"YHR067W",280,10.99,26.72,FALSE,"Chr-12",0.56
"YHR068W",387,412.32,432.76,TRUE,"Chr-13",0.52
"YHR069C",359,63.02,65.67,TRUE,"Chr-10",0.56
"YHR070W",499,44.11,40.83,FALSE,"Chr-6",0.7
"YHR071W",229,14.51,111.11,FALSE,"Chr-15",0.64
"YHR072W",731,34.74,69.21,TRUE,"Chr-2",0.52
"YHR072WA",58,1058.54,515.06,TRUE,"Chr-9",0.52
"YHR073W",996,25.39,67.05,FALSE,"Chr-9",0.57
"YHR074W",714,86.14,118.63,FALSE,"Chr-9",0.75
"YHR075C",400,8.54,15.13,FALSE,"Chr-8",0.6
"YHR076W",343,64.56,59.98,FALSE,"Chr-13",0.72
"YHR077C",1089,18.49,47.86,FALSE,"Chr-12",0.59
"YHR078W",552,8.8,33.35,TRUE,"Chr-2",0.5
"YHR079C",1115,6.87,33.37,FALSE,"Chr-7",0.64
"YHR080C",1345,3.15,28.39,TRUE,"Chr-10",0.71
"YHR081W",184,113.91,65,TRUE,"Chr-11",0.78
"YHR082C",1029,28.56,99.1,FALSE,"Chr-7",0.77
"YHR083W",329,49.33,96.04,FALSE,"Chr-8",0.78
"YHR084W",688,30.55,54.08,FALSE,"Chr-4",0.56
"YHR085W",334,38.16,41.85,FALSE,"Chr-13",0.54
"YHR086W",523,23.13,43.95,FALSE,"Chr-2",0.58
"YHR087W",111,91.52,52.76,FALSE,"Chr-15",0.8
"YHR088W",295,98.31,47.71,FALSE,"Chr-11",0.58
"YHR089C",205,581.44,225.67,TRUE,"Chr-3",0.64
"YHR090C",282,26.95,30.37,TRUE,"Chr-1",0.66
"YHR091C",643,6.57,26.33,TRUE,"Chr-2",0.79
"YHR094C",570,205.43,165.26,TRUE,"Chr-12",0.56
"YHR097C",366,32.43,22.99,FALSE,"Chr-6",0.61
"YHR098C",929,86.71,158.72,TRUE,"Chr-14",0.55
"YHR099W",3744,27.29,105.86,FALSE,"Chr-4",0.62
"YHR101C",335,21.2,22.04,FALSE,"Chr-4",0.66
"YHR102W",1080,16.5,32.17,TRUE,"Chr-4",0.51
"YHR103W",852,31.58,83.76,TRUE,"Chr-4",0.74
"YHR104W",327,157.6,125.52,TRUE,"Chr-12",0.6
"YHR105W",214,17.35,12.19,FALSE,"Chr-2",0.62
"YHR106W",342,12.52,30.8,FALSE,"Chr-11",0.51
"YHR107C",407,147.27,120.56,FALSE,"Chr-4",0.78
"YHR108W",585,159.68,177.76,TRUE,"Chr-6",0.71
"YHR109W",585,6.83,13.12,TRUE,"Chr-4",0.61
"YHR110W",212,55.16,94.95,TRUE,"Chr-7",0.58
"YHR111W",440,48.81,50.89,TRUE,"Chr-9",0.74
"YHR112C",378,37.71,41.79,FALSE,"Chr-7",0.56
"YHR113W",490,67.85,74.93,FALSE,"Chr-9",0.63
"YHR114W",633,37.24,47.58,TRUE,"Chr-8",0.54
"YHR115C",416,39.62,62.35,FALSE,"Chr-15",0.68
"YHR116W",151,32.57,24.44,FALSE,"Chr-13",0.73
"YHR117W",639,54.33,89.5,TRUE,"Chr-16",0.57
"YHR118C",435,23.64,24.66,FALSE,"Chr-15",0.54
"YHR119W",1080,14.64,46.3,FALSE,"Chr-9",0.6
"YHR120W",959,9.36,29.2,FALSE,"Chr-6",0.64
"YHR121W",187,134.43,97.64,TRUE,"Chr-13",0.66
"YHR122W",231,86.28,66.26,FALSE,"Chr-3",0.66
"YHR123W",391,64.82,65.58,TRUE,"Chr-1",0.64
"YHR127W",243,61.06,59.14,TRUE,"Chr-14",0.8
"YHR128W",216,475.16,368.43,TRUE,"Chr-6",0.5
"YHR129C",384,10.28,27.17,TRUE,"Chr-14",0.73
"YHR131C",850,6.48,28.72,FALSE,"Chr-14",0.63
"YHR132C",430,144.05,118.46,FALSE,"Chr-7",0.71
"YHR132WA",131,137.3,118.72,FALSE,"Chr-14",0.63
"YHR133C",291,148.95,171.66,TRUE,"Chr-3",0.75
"YHR134W",269,8.45,24.15,FALSE,"Chr-15",0.52
"YHR135C",538,89.94,111.79,TRUE,"Chr-1",0.67
"YHR136C",148,227.73,168.93,FALSE,"Chr-1",0.51
"YHR137W",513,53.34,71.76,TRUE,"Chr-6",0.72
"YHR138C",114,67.58,39.72,FALSE,"Chr-9",0.53
"YHR140W",239,10.17,10.09,FALSE,"Chr-15",0.59
"YHR142W",316,49.29,56.22,TRUE,"Chr-6",0.67
"YHR143W",325,399.57,304.83,TRUE,"Chr-1",0.56
"YHR143WA",70,632.36,296.7,FALSE,"Chr-13",0.61
"YHR144C",312,36.82,53.95,FALSE,"Chr-5",0.63
"YHR146W",465,248.31,163.1,TRUE,"Chr-11",0.53
"YHR147C",214,79.96,75.43,TRUE,"Chr-14",0.72
"YHR148W",183,96.69,65.08,TRUE,"Chr-12",0.71
